Kategorie,Familie,Material,Bauform,Serie/Verbindungstyp,Metrisch/UNC,Type,PN [bar],filename [.stp]
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,3KH-DN20-22L,315,3KH-DN20-22L-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,3KH-DN25-28L,315,3KH-DN25-28L-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,3KH-DN25/32-35L,315,3KH-DN25_32-35L-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,3KH-DN4-8S,500,3KH-DN4-8S-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,3KH-DN6-10S,500,3KH-DN6-10S-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,3KH-DN8-12S,500,3KH-DN8-12S-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,3KH-DN10-14S,500,3KH-DN10-14S-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,3KH-DN13-16S,400,3KH-DN13-16S-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,3KH-DN16-20S,400,3KH-DN16-20S-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,3KH-DN20-25S,315,3KH-DN20-25S-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,3KH-DN25-30S,315,3KH-DN25-30S-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,3KH-DN25/32-38S,315,3KH-DN25_32-38S-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,3KH-DN6-7/16" UNF,500,3KH-DN6-7_16 UNF-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,3KH-DN10-9/16" UNF,500,3KH-DN10-9_16 UNF-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,3KH-DN13-3/4" UNF,400,3KH-DN13-3_4 UNF-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,3KH-DN20-1 1/16" UN,315,3KH-DN20-1 1_16 UN-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,3KH-DN25-1 5/16" UN,315,3KH-DN25-1 5_16 UN-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,3KH-DN4-G1/8,500,3KH-DN4-G1_8-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,3KH-DN6-G1/4,500,3KH-DN6-G1_4-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,3KH-DN10-G3/8,500,3KH-DN10-G3_8-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,3KH-DN13-G1/2,400,3KH-DN13-G1_2-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,3KH-DN16-G5/8,400,3KH-DN16-G5_8-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,3KH-DN20-G3/4,315,3KH-DN20-G3_4-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,3KH-DN25-G1,315,3KH-DN25-G1-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,3KH-DN25/32-G1 1/4,315,3KH-DN25_32-G1 1_4-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,3KH-DN25/40-G1 1/2,250,3KH-DN25_40-G1 1_2-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,3KH-DN4-1/8" NPT,500,3KH-DN4-1_8 NPT-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,3KH-DN6-1/4" NPT,500,3KH-DN6-1_4 NPT-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,3KH-DN10-3/8" NPT,500,3KH-DN10-3_8 NPT-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,3KH-DN13-1/2" NPT,400,3KH-DN13-1_2 NPT-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,3KH-DN20-3/4" NPT,315,3KH-DN20-3_4 NPT-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,3KH-DN25-1" NPT,315,3KH-DN25-1 NPT-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,3KH-DN25/32-1 1/4" NPT,315,3KH-DN25_32-1 1_4 NPT-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,3KH-DN25/40-1 1/2" NPT,250,3KH-DN25_40-1 1_2 NPT-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,3KH-DN4-6L,500,3KH-DN4-6L-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,3KH-DN6-8L,500,3KH-DN6-8L-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,3KH-DN8-10L,500,3KH-DN8-10L-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,3KH-DN10-12L,500,3KH-DN10-12L-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,3KH-DN13-15L,400,3KH-DN13-15L-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,3KH-DN16-18L,400,3KH-DN16-18L-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,3KH-DN20-22L,315,3KH-DN20-22L-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,3KH-DN25-28L,315,3KH-DN25-28L-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,3KH-DN25/32-35L,315,3KH-DN25_32-35L-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,3KH-DN4-8S,500,3KH-DN4-8S-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,3KH-DN6-10S,500,3KH-DN6-10S-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,3KH-DN8-12S,500,3KH-DN8-12S-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,3KH-DN10-14S,500,3KH-DN10-14S-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,3KH-DN13-16S,400,3KH-DN13-16S-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,3KH-DN16-20S,400,3KH-DN16-20S-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,3KH-DN20-25S,315,3KH-DN20-25S-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,3KH-DN25-30S,315,3KH-DN25-30S-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,3KH-DN25/32-38S,315,3KH-DN25_32-38S-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,3KH-DN6-7/16" UNF,500,3KH-DN6-7_16 UNF-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,3KH-DN10-9/16" UNF,500,3KH-DN10-9_16 UNF-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,3KH-DN13-3/4" UNF,400,3KH-DN13-3_4 UNF-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,3KH-DN20-1 1/16" UN,315,3KH-DN20-1 1_16 UN-SST
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Stainless Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,3KH-DN25-1 5/16" UN,315,3KH-DN25-1 5_16 UN-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN ISO 228 FEMALE THREAD,,4KH-DN4-G1/8,500,4KH-DN4-G1_8-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN ISO 228 FEMALE THREAD,,4KH-DN6-G1/4,500,4KH-DN6-G1_4-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN ISO 228 FEMALE THREAD,,4KH-DN10-G3/8,500,4KH-DN10-G3_8-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN ISO 228 FEMALE THREAD,,4KH-DN13-G1/2,400,4KH-DN13-G1_2-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN ISO 228 FEMALE THREAD,,4KH-DN16-G5/8,400,4KH-DN16-G5_8-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN ISO 228 FEMALE THREAD,,4KH-DN20-G3/4,315,4KH-DN20-G3_4-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN ISO 228 FEMALE THREAD,,4KH-DN25-G1,315,4KH-DN25-G1-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN ISO 228 FEMALE THREAD,,4KH-DN25/32-G1 1/4,315,4KH-DN25_32-G1 1_4-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN ISO 228 FEMALE THREAD,,4KH-DN25/40-G1 1/2,250,4KH-DN25_40-G1 1_2-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,4KH-DN4-1/8" NPT,500,4KH-DN4-1_8 NPT-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,4KH-DN6-1/4" NPT,500,4KH-DN6-1_4 NPT-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,4KH-DN10-3/8" NPT,500,4KH-DN10-3_8 NPT-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,4KH-DN13-1/2" NPT,400,4KH-DN13-1_2 NPT-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,4KH-DN20-3/4" NPT,315,4KH-DN20-3_4 NPT-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,4KH-DN25-1" NPT,315,4KH-DN25-1 NPT-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,4KH-DN25/32-1 1/4" NPT,315,4KH-DN25_32-1 1_4 NPT-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,4KH-DN25/40-1 1/2" NPT,250,4KH-DN25_40-1 1_2 NPT-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,4KH-DN4-6L,500,4KH-DN4-6L-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,4KH-DN6-8L,500,4KH-DN6-8L-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,4KH-DN8-10L,500,4KH-DN8-10L-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,4KH-DN10-12L,500,4KH-DN10-12L-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,4KH-DN13-15L,400,4KH-DN13-15L-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,4KH-DN16-18L,400,4KH-DN16-18L-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,4KH-DN20-22L,315,4KH-DN20-22L-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,4KH-DN25-28L,315,4KH-DN25-28L-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,4KH-DN25/32-35L,315,4KH-DN25_32-35L-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,4KH-DN4-8S,500,4KH-DN4-8S-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,4KH-DN6-10S,500,4KH-DN6-10S-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,4KH-DN8-12S,500,4KH-DN8-12S-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,4KH-DN10-14S,500,4KH-DN10-14S-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,4KH-DN13-16S,400,4KH-DN13-16S-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,4KH-DN16-20S,400,4KH-DN16-20S-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,4KH-DN20-25S,315,4KH-DN20-25S-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,4KH-DN25-30S,315,4KH-DN25-30S-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,4KH-DN25/32-38S,315,4KH-DN25_32-38S-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,4KH-DN6-7/16" UNF,500,4KH-DN6-7_16 UNF-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,4KH-DN10-9/16" UNF,500,4KH-DN10-9_16 UNF-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,4KH-DN13-3/4" UNF,400,4KH-DN13-3_4 UNF-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,4KH-DN20-1 1/16" UN,315,4KH-DN20-1 1_16 UN-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,4KH-DN25-1 5/16" UN,315,4KH-DN25-1 5_16 UN-STL
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,4KH-DN4-G1/8,500,4KH-DN4-G1_8-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,4KH-DN6-G1/4,500,4KH-DN6-G1_4-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,4KH-DN10-G3/8,500,4KH-DN10-G3_8-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,4KH-DN13-G1/2,400,4KH-DN13-G1_2-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,4KH-DN16-G5/8,400,4KH-DN16-G5_8-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,4KH-DN20-G3/4,315,4KH-DN20-G3_4-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,4KH-DN25-G1,315,4KH-DN25-G1-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,4KH-DN25/32-G1 1/4,315,4KH-DN25_32-G1 1_4-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,4KH-DN25/40-G1 1/2,250,4KH-DN25_40-G1 1_2-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,4KH-DN4-1/8" NPT,500,4KH-DN4-1_8 NPT-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,4KH-DN6-1/4" NPT,500,4KH-DN6-1_4 NPT-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,4KH-DN10-3/8" NPT,500,4KH-DN10-3_8 NPT-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,4KH-DN13-1/2" NPT,400,4KH-DN13-1_2 NPT-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,4KH-DN20-3/4" NPT,315,4KH-DN20-3_4 NPT-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,4KH-DN25-1" NPT,315,4KH-DN25-1 NPT-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,4KH-DN25/32-1 1/4" NPT,315,4KH-DN25_32-1 1_4 NPT-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,4KH-DN25/40-1 1/2" NPT,250,4KH-DN25_40-1 1_2 NPT-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,4KH-DN4-6L,500,4KH-DN4-6L-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,4KH-DN6-8L,500,4KH-DN6-8L-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,4KH-DN8-10L,500,4KH-DN8-10L-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,4KH-DN10-12L,500,4KH-DN10-12L-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,4KH-DN13-15L,400,4KH-DN13-15L-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,4KH-DN16-18L,400,4KH-DN16-18L-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,4KH-DN20-22L,315,4KH-DN20-22L-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,4KH-DN25-28L,315,4KH-DN25-28L-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,4KH-DN25/32-35L,315,4KH-DN25_32-35L-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,4KH-DN4-8S,500,4KH-DN4-8S-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,4KH-DN6-10S,500,4KH-DN6-10S-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,4KH-DN8-12S,500,4KH-DN8-12S-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,4KH-DN10-14S,500,4KH-DN10-14S-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,4KH-DN13-16S,400,4KH-DN13-16S-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,4KH-DN16-20S,400,4KH-DN16-20S-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,4KH-DN20-25S,315,4KH-DN20-25S-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,4KH-DN25-30S,315,4KH-DN25-30S-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,4KH-DN25/32-38S,315,4KH-DN25_32-38S-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,4KH-DN6-7/16" UNF,500,4KH-DN6-7_16 UNF-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,4KH-DN10-9/16" UNF,500,4KH-DN10-9_16 UNF-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,4KH-DN13-3/4" UNF,400,4KH-DN13-3_4 UNF-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,4KH-DN20-1 1/16" UN,315,4KH-DN20-1 1_16 UN-SST
3-way and 4-way ball valves with threaded connections.xlsx,4KH,Stainless Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,4KH-DN25-1 5/16" UN,315,4KH-DN25-1 5_16 UN-SST
Ball valves for manifold mounting.xlsx,PKH,STEEL,,,,PKH-DN6,500,PKH-DN6
Ball valves for manifold mounting.xlsx,PKH,STEEL,,,,PKH-DN10,500,PKH-DN10
Ball valves for manifold mounting.xlsx,PKH,STEEL,,,,PKH-DN13,420,PKH-DN13
Ball valves for manifold mounting.xlsx,PKH,STEEL,,,,PKH-DN16,400,-
Ball valves for manifold mounting.xlsx,PKH,STEEL,,,,PKH-DN20,420,PKH-DN20
Ball valves for manifold mounting.xlsx,PKH,STEEL,,,,PKH-DN25,420,PKH-DN25
Ball valves for manifold mounting.xlsx,PKH,STEEL,,,,PKH-DN32,420,PKH-DN32
Ball valves for manifold mounting.xlsx,PKH,STEEL,,,,PKH-DN40,420,PKH-DN40
Ball valves for manifold mounting.xlsx,PKH,STEEL,,,,PKH-DN50,420,PKH-DN50
Ball valves for manifold mounting.xlsx,PKH,STAINLESS STEEL,,,,PKH-DN6,500,PKH-DN6
Ball valves for manifold mounting.xlsx,PKH,STAINLESS STEEL,,,,PKH-DN10,500,PKH-DN10
Ball valves for manifold mounting.xlsx,PKH,STAINLESS STEEL,,,,PKH-DN13,420,PKH-DN13
Ball valves for manifold mounting.xlsx,PKH,STAINLESS STEEL,,,,PKH-DN20,420,PKH-DN20
Ball valves for manifold mounting.xlsx,PKH,STAINLESS STEEL,,,,PKH-DN25,420,PKH-DN25
Ball valves for manifold mounting.xlsx,PKH,STAINLESS STEEL,,,,PKH-DN32,420,PKH-DN32
Ball valves for manifold mounting.xlsx,PKH,STAINLESS STEEL,,,,PKH-DN40,420,PKH-DN40
Ball valves for manifold mounting.xlsx,PKH,STAINLESS STEEL,,,,PKH-DN50,420,PKH-DN50
Ball valves for manifold mounting.xlsx,PK3,STEEL,,,,PK3-DN6,500,PK3-DN6
Ball valves for manifold mounting.xlsx,PK3,STEEL,,,,PK3-DN10,500,PK3-DN10
Ball valves for manifold mounting.xlsx,PK3,STEEL,,,,PK3-DN13,420,PK3-DN13
Ball valves for manifold mounting.xlsx,PK3,STEEL,,,,PK3-DN20,420,PK3-DN20
Ball valves for manifold mounting.xlsx,PK3,STEEL,,,,PK3-DN25,420,PK3-DN25
